name;Ca;dCa;Co;dCo;Cu;dCu;Fe;dFe;Ni;dNi;Описание;is_solid;id;tags;status_id;is_solution;last_normalized;sample_mass;Sc;dSc;repeat_number;method_number;created_at;priority;series_base;is_series;V (ml);Плотность;Масса твердого (g);pH;Eh;Масса навески (g);Объем р-ра H2SO4 (ml);Масса железных окатышей (g);merge_date;Al;Mg;dZn;merged_from;dMg;dCd;Pb;dSi;Zn;dS;dMn;Si;Mn;dPb;Cd;S;dAl;last_mass_volume_update;mass_volume_source;Разбавление;Ru;mIr;mAl;K;Ag;mSc;mCu;Ir;mPt;mAu;mCl;mFe;Os;mRh;Cl;mCa;Rh;Pd;mNi;mCd;mRu;mK;Mo;mZn;V_aliq (l);last_mass_recalculation;mCo;mMn;Au;mPb;mMo;mOs;mS;mPd;mAg;Pt;mSi;mMg;mEh;C;dC;mC;mass_solid_copied_from_C;last_copy_check;skip_reason;mass_source_for_solid;mass_volume_copy_skipped;;Hg;mHg;volume_calculation_note;mass_calculation_note;Массовая доля CaCO3;Массовая доля Ca(OH)2;Объем суспензии CaCO3;Объем суспензии Ca(OH)2;Pb_MS;Ni_MS;Cu_MS;K_MS;Hg_MS;Co_MS;Rh_MS;Mn_MS;Os_MS;Mo_MS;Zn_MS;Al_MS;Cl_MS;Cd_MS;Ag_MS;Ca_MS;Pd_MS;Au_MS;S_MS;Ru_MS;Fe_MS;Ir_MS;Pt_MS;mPt_MS;mAg_MS;mZn_MS;mFe_MS;mRu_MS;mMo_MS;mRh_MS;mAu_MS;mAl_MS;mCa_MS;mCd_MS;mOs_MS;mPd_MS;mIr_MS;mK_MS;mHg_MS;mMn_MS;mS_MS;mCu_MS;mCl_MS;mCo_MS;mNi_MS;mPb_MS;Mg_AES;Ni_AES;Si_AES;Pb_AES;Fe_AES;Ca_AES;Sc_AES;Al_AES;Zn_AES;S_AES;Co_AES;Cd_AES;Cu_AES;Mn_AES;mMn_AES;mAl_AES;mS_AES;mCd_AES;mSc_AES;mCa_AES;mCo_AES;mSi_AES;mFe_AES;mNi_AES;mPb_AES;mZn_AES;mMg_AES;mCu_AES;flag_rebalance_volume;zero_sample_mass;flag_rebalance_mass;zero_V (ml);Valiq, ml
T1-L19P19C1;0;0;0;0;0;0;0;0;0;0;0;0;925;[];3;0;2026-03-13T14:10:21.935645;156.7539;0;0;0;0;0;0;0;0;207.92;0.753914486;-71.63254;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0.2;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1-L19P19C2;0;0;0;0;0;0;0;0;0;0;0;0;926;[];3;0;2026-03-13T14:10:21.935645;154.219;0;0;0;0;0;0;0;0;197.893;0.779304978;-61.1436;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0.2;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1-L18P18F18C1;0;0;0;0;0;0;0;0;0;0;0;0;927;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;4.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1-L18P18F18C2;0;0;0;0;0;0;0;0;0;0;0;0;928;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;4.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1-L19P19F19C1;0;0;0;0;0;0;0;0;0;0;0;0;929;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;4.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1-L19P19F19C2;0;0;0;0;0;0;0;0;0;0;0;0;930;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;4.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N1-N18C1;0;0;0;0;0;0;0;0;0;0;0;0;931;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;11.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0.2;0.2;9;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N1-N18C2;0;0;0;0;0;0;0;0;0;0;0;0;932;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1-L19P19F19N19C1;0;0;0;0;0;0;0;0;0;0;0;0;933;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;10.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0.2;0.2;25;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1-L19P19F19N19C2;0;0;0;0;0;0;0;0;0;0;0;0;934;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;9.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0.2;0.2;25;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X1-L14P14C1;0;0;0;0;0;0;0;0;0;0;0;0;935;[];3;0;2026-03-13T14:10:21.935645;183.4873;0;0;0;0;0;0;0;0;477.69;0.384113756;-411.88378;0.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0.2;0;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
X1-L14P14C2;0;0;0;0;0;0;0;0;0;0;0;0;936;[];3;0;2026-03-13T14:10:21.935645;183.4873;0;0;0;0;0;0;0;0;477.64;0.384153965;-411.81378;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0.2;0;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
M1-L15P15C1;0;0;0;0;0;0;0;0;0;0;0;0;937;[];3;0;2026-03-13T14:10:21.935645;193.8089;0;0;0;0;0;0;0;0;518;0.374148456;-453.86754;1.28;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0.2;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
M1-L15P15C2;0;0;0;0;0;0;0;0;0;0;0;0;938;[];3;0;2026-03-13T14:10:21.935645;193.8089;0;0;0;0;0;0;0;0;518;0.374148456;-453.86754;1.25;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0.2;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N1-L18P18F18N18C1;0;0;0;0;0;0;0;0;0;0;0;0;939;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;11.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0.2;0.2;9;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N1-L18P18F18N18C2;0;0;0;0;0;0;0;0;0;0;0;0;940;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-1A1;0;0;0;0;0;0;0;0;0;0;0;0;941;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.0087;48.578;0.132;1.476;0;1.73;0;5.663;0;0.012;1.11;28.598;660;0.0025;0.0021;63.85;0;0;1160;0.0003;1084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L1A1;0;0.1874;0;0.0113;0;0.2097;0;543.7647;0;0.5016;0;0;942;[];3;0;2026-03-13T14:10:21.935645;0;0;0.0038;0;0;0;0;0;0;28;0;-39.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;2026-02-13T12:35:38.682280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0.0 + 28.0 H2SO4;0;0;0;0;0;0.1654;34.164;5.833;12.675;0;1.207;0.0016;6.449;0.0008;0.0414;1.136;165.244;180;0.0047;0.0024;24.918;0.0014;0;10890;0.0088;6437;0.0015;0.0001;2.80E-05;0.000672;0.31808;1802.36;0.002464;0.011592;0.000448;0;46.26832;6.97704;0.001316;0.000224;0.000392;0.00042;3.549;0;1.80572;3049.2;1.63324;50.4;0.33796;9.56592;0.046312;0;35.9833;0;0;2009.1667;19.0275;1.0362;0;0;0;1.192;0;5.4527;0;0;0;0;0;0.290136;5.3277;0.33376;0;562.566676;10.075324;0;0;0;1.526756;0;0;0;0;0
T2-L1A2;0;0.2227;0;0.012;0;0.3815;0;611.9478;0;0.5666;0;0;943;[];3;0;2026-03-13T14:10:21.935645;0;0;0.0047;0;0;0;0;0;0;133.7;0;-187.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;2026-02-13T12:35:38.682280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;99.7 + 34.0 H2SO4;0;0;0;0;0;0.1066;27.715;8.107;3.927;0;0.932;0.0029;5.3924;0.0014;0.0559;0.999;204.217;150;0.005;0.0019;26.061;0.0025;0;8320;0.0138;8323;0.0025;0.0002;0.0002674;0.0025403;1.335663;11127.851;0.0184506;0.0747383;0.0038773;0;273.038129;34.843557;0.006685;0.0018718;0.0033425;0.0033425;5.250399;0;7.2096388;11123.84;10.839059;200.55;1.246084;37.054955;0.1425242;0;36.875;0;0;2128.8333;27.0175;0.9398;0;0;0;1.1685;0;10.7852;0;0;0;0;0;1.2565126;36.1223975;1.5622845;0;2846.250122;49.301875;0;0;0;14.4198124;0;0;0;0;0
T2-L1B12;0;0;0;0;0;0;0;0;0;0;0;0;944;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.037;0.969;0.648;2.092;0;0.047;0.0013;0.2909;0;0.0013;0.057;10.042;30530;0.0003;0.002;86.594;0.0027;0.0001;310;0.0003;117;0.0001;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3603;0;0;176.4;68.7667;0;0;0;0;0.0347;0;0.7579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-15A1;0;0.0134;0;0.0039;0;0.0988;0;23.9709;0;0.4964;0;0;945;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0047;0;0.0283;0.0039;0;0.0363;0;0;0.0861;0;0;0.8537;0;0;0.0389;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.48;48.9733;0.1801;0.6403;693.45;1.7675;0;3.2957;0.5003;599.6;0.2384;0.0027;0.0573;7.6233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
T2-15A2;0;0.0148;0;0.0037;0;0.0994;0;30.547;0;0.7197;0;0;946;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0056;0;0.0354;0.004;0;0.0386;0;0;0.0919;0;0;0.8562;0;0;0.0399;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.685;49.7633;0.1837;0.6446;706.4;1.8075;0;3.3457;0.5081;610.6;0.242;0.0028;0.0574;7.7567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
T2-16A1;0;0.2192;0;0.0059;0;0.1421;0;176.0696;0;0.9315;0;0;947;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0117;0;14.4957;0.0086;0;0.2755;0;0;0.2157;0;0;1.5608;0;0;0.5041;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126.15;48.9;10.1627;1.1583;1437.5;49.635;0;30.85;0.9497;1020;1.8003;0.0061;1.7613;6.1773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-16A2;0;0.0919;0;0.0075;0;0.1357;0;154.8564;0;0.8615;0;0;948;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0111;0;13.5765;0.0068;0;0.2842;0;0;0.208;0;0;1.4762;0;0;0.4814;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121.4;46.7633;9.943;1.0961;1352.5;47.475;0;29.63;0.9113;987.5;1.7273;0.0062;1.6907;5.9157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-16B1;0;0.2828;0;0.0278;0;0.1572;0;210.7178;0;0.0542;0;0;949;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1973;0;0;0;0;0;0.0153;0;0.8061;0.009;0;0.2955;0;0;0.449;0;0;1.9241;0;0;0.6816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.45;2.5197;10.72;1.5174;1662;102.3;0;34.7033;0.1051;267.2;0.1262;0.0063;1.0852;1.1546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-16B2;0;0.1414;0;0.0263;0;0.1498;0;197.9899;0;0.0516;0;0;950;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1745;0;0;0;0;0;0.0144;0;0.594;0.0086;0;0.2385;0;0;0.4166;0;0;1.799;0;0;0.5782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.7;2.4687;8.6257;1.3859;1558;116.7;0;30.81;0.1058;260.5;0.1238;0.006;1.1073;1.107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-17A1;0;0.2546;0;0.0082;0;0.1476;0;171.8269;0;1.3358;0;0;951;[];3;0;2026-03-13T14:10:21.935645;92.31;0;0;0;0;0;0;0;0;74.737;1.235131193;24.6022;0;0;0;0;0;0;0;0;0.019;0;14.1421;0.0077;0;0.2706;0;0;0.2111;0;0;1.5374;0;0;0.5052;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126.5;48.3133;11.0133;1.1419;1433.5;49.42;0;31.2233;0.9435;1038;1.79;0.006;1.7637;6.1737;4.180076449;21.14060952;702.806964;0.004062468;0;33.46119476;1.21196962;7.456863137;970.591313;32.71187254;0.773155368;0.638823093;85.650367;1.194162469;0;0;0;0;5
T2-17A2;0;0.2758;0;0.0111;0;0.1363;0;109.6016;0;1.1666;0;0;952;[];3;0;2026-03-13T14:10:21.935645;92.87;0;0;0;0;0;0;0;0;74.857;1.240632139;25.2182;0;0;0;0;0;0;0;0;0.018;0;14.1421;0.0092;0;0.2401;0;0;0.1984;0;0;1.4139;0;0;0.4996;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118.9;45.3733;9.3693;1.0502;1303.5;46.515;0;28.9;0.8888;966.3;1.686;0.0065;1.6527;5.784;3.912980112;19.5513702;653.7193434;0.004397367;0;31.46823477;1.140609348;6.338500097;881.841213;30.69585417;0.710479204;0.601289198;80.4379902;1.118081299;0;0;0;0;5
